chr	source	feature	start	end	score	strand	frame	group	log_RPKM	expression
chr14	.	miRNA	101488403	101488469	.	+	.	Name=hsa-mir-379;ID=MI0000787	0.795104217918653	0
chr14	.	miRNA	101489662	101489757	.	+	.	Name=hsa-mir-411;ID=MI0003675	1.71262104971182	1
chr14	.	miRNA	101490131	101490193	.	+	.	Name=hsa-mir-299;ID=MI0000744	0.101957037358707	0
chr14	.	miRNA	101491354	101491414	.	+	.	Name=hsa-mir-380;ID=MI0000788	0.101957037358707	0
chr14	.	miRNA	101492069	101492154	.	+	.	Name=hsa-mir-323a;ID=MI0000807	0.101957037358707	0
chr14	.	miRNA	101492357	101492444	.	+	.	Name=hsa-mir-758;ID=MI0003757	0.101957037358707	0
chr14	.	miRNA	101493122	101493201	.	+	.	Name=hsa-mir-329-1;ID=MI0001725	0.101957037358707	0
chr14	.	miRNA	101493437	101493520	.	+	.	Name=hsa-mir-329-2;ID=MI0001726	0.101957037358707	0
chr14	.	miRNA	101495971	101496051	.	+	.	Name=hsa-mir-494;ID=MI0003134	0.101957037358707	0
chr14	.	miRNA	101500092	101500173	.	+	.	Name=hsa-mir-495;ID=MI0003135	0.101957037358707	0
chr14	.	miRNA	101506027	101506092	.	+	.	Name=hsa-mir-376c;ID=MI0000776	3.61402124181006	2
chr14	.	miRNA	101506406	101506485	.	+	.	Name=hsa-mir-376a-2;ID=MI0003529	1.06354017978206	1
chr14	.	miRNA	101506556	101506636	.	+	.	Name=hsa-mir-654;ID=MI0003676	0.101957037358707	0
chr14	.	miRNA	101506773	101506872	.	+	.	Name=hsa-mir-376b;ID=MI0002466	2.99266952938918	1
chr14	.	miRNA	101507119	101507186	.	+	.	Name=hsa-mir-376a-1;ID=MI0000784	1.01702016414717	1
chr14	.	miRNA	101509314	101509399	.	+	.	Name=hsa-mir-1185-1;ID=MI0003844	0.101957037358707	0
chr14	.	miRNA	101510535	101510620	.	+	.	Name=hsa-mir-1185-2;ID=MI0003821	0.101957037358707	0
chr14	.	miRNA	101512257	101512331	.	+	.	Name=hsa-mir-381;ID=MI0000789	1.35734552449049	1
chr14	.	miRNA	101512792	101512875	.	+	.	Name=hsa-mir-487b;ID=MI0003530	0.798166653589054	0
chr14	.	miRNA	101513658	101513735	.	+	.	Name=hsa-mir-539;ID=MI0003514	0.101957037358707	0
chr14	.	miRNA	101514238	101514316	.	+	.	Name=hsa-mir-889;ID=MI0005540	0.792032374919302	0
chr14	.	miRNA	101515887	101515983	.	+	.	Name=hsa-mir-655;ID=MI0003677	0.101957037358707	0
chr14	.	miRNA	101518783	101518862	.	+	.	Name=hsa-mir-487a;ID=MI0002471	0.505375298960379	0
chr14	.	miRNA	101520643	101520718	.	+	.	Name=hsa-mir-382;ID=MI0000790	0.101957037358707	0
chr14	.	miRNA	101521024	101521096	.	+	.	Name=hsa-mir-134;ID=MI0000474	0.101957037358707	0
chr14	.	miRNA	101521595	101521660	.	+	.	Name=hsa-mir-668;ID=MI0003761	0.1484770529936	0
chr14	.	miRNA	101521756	101521828	.	+	.	Name=hsa-mir-485;ID=MI0002469	0.101957037358707	0
chr14	.	miRNA	101522556	101522637	.	+	.	Name=hsa-mir-323b;ID=MI0014206	0.101957037358707	0
chr14	.	miRNA	101526092	101526175	.	+	.	Name=hsa-mir-154;ID=MI0000480	1.19852247952032	1
chr14	.	miRNA	101528387	101528455	.	+	.	Name=hsa-mir-377;ID=MI0000785	0.101957037358707	0
chr14	.	miRNA	101530832	101530915	.	+	.	Name=hsa-mir-541;ID=MI0005539	0.0149456603690776	0
chr14	.	miRNA	101531637	101531715	.	+	.	Name=hsa-mir-409;ID=MI0001735	0.505375298960379	0
chr14	.	miRNA	101531784	101531874	.	+	.	Name=hsa-mir-412;ID=MI0002464	0.0575052747878735	0
chr14	.	miRNA	101531935	101532004	.	+	.	Name=hsa-mir-369;ID=MI0000777	0.798166653589054	0
chr14	.	miRNA	101532249	101532328	.	+	.	Name=hsa-mir-410;ID=MI0002465	0.555984826584094	0
chr14	.	miRNA	101533061	101533138	.	+	.	Name=hsa-mir-656;ID=MI0003678	0.1484770529936	0
chr14	.	miRNA	102026624	102026759	.	-	.	Name=hsa-mir-1247;ID=MI0006382	3.12455911061497	2
chr14	.	miRNA	104583755	104583840	.	-	.	Name=hsa-mir-203b;ID=MI0017343	1.71384564815059	1
chr14	.	miRNA	105617115	105617201	.	-	.	Name=hsa-mir-6765;ID=MI0022610	0.0575052747878735	0
chr14	.	miRNA	107259100	107259214	.	-	.	Name=hsa-mir-5195;ID=MI0018174	0.101957037358707	0
chr15	.	miRNA	26093894	26093972	.	-	.	Name=hsa-mir-4715;ID=MI0017349	0.101957037358707	0
chr15	.	miRNA	31357235	31357344	.	-	.	Name=hsa-mir-211;ID=MI0000287	0.101957037358707	0
chr15	.	miRNA	34674270	34674351	.	-	.	Name=hsa-mir-1233-1;ID=MI0006323	0.1484770529936	0
chr15	.	miRNA	34820491	34820572	.	-	.	Name=hsa-mir-1233-2;ID=MI0015973	0.1484770529936	0
chr15	.	miRNA	35664457	35664565	.	-	.	Name=hsa-mir-3942;ID=MI0016599	2.74057610956507	1
chr15	.	miRNA	42491768	42491864	.	-	.	Name=hsa-mir-627;ID=MI0003641	3.7603892159802	2
chr15	.	miRNA	49461267	49461350	.	-	.	Name=hsa-mir-4716;ID=MI0017350	0.101957037358707	0
chr15	.	miRNA	50652526	50652607	.	+	.	Name=hsa-mir-4712;ID=MI0017346	0.101957037358707	0
chr15	.	miRNA	51534387	51534461	.	+	.	Name=hsa-mir-4713;ID=MI0017347	0.101957037358707	0
chr15	.	miRNA	52569314	52569397	.	-	.	Name=hsa-mir-1266;ID=MI0006403	1.4882513984786	1
chr15	.	miRNA	55665138	55665232	.	-	.	Name=hsa-mir-628;ID=MI0003642	7.95238535720683	2
chr15	.	miRNA	59463382	59463461	.	-	.	Name=hsa-mir-2116;ID=MI0010635	3.03953016309818	1
chr15	.	miRNA	63116156	63116240	.	+	.	Name=hsa-mir-190a;ID=MI0000486	7.86601593148769	2
chr15	.	miRNA	70371711	70371807	.	-	.	Name=hsa-mir-629;ID=MI0003643	4.98721936706962	2
chr15	.	miRNA	74703698	74703773	.	-	.	Name=hsa-mir-6881;ID=MI0022728	0.101957037358707	0
chr15	.	miRNA	75132983	75133048	.	-	.	Name=hsa-mir-6882;ID=MI0022729	3.19459845328626	2
chr15	.	miRNA	86368866	86368961	.	+	.	Name=hsa-mir-548ap;ID=MI0017875	1.16362363833904	1
chr15	.	miRNA	89155056	89155165	.	+	.	Name=hsa-mir-7-2;ID=MI0000264	7.79358566452646	2
chr15	.	miRNA	89155078	89155155	.	-	.	Name=hsa-mir-3529;ID=MI0017351	0.465013048378368	0
chr15	.	miRNA	89869970	89870041	.	-	.	Name=hsa-mir-6766;ID=MI0022611	0.0575052747878735	0
chr15	.	miRNA	89911248	89911337	.	+	.	Name=hsa-mir-9-3;ID=MI0000468	4.72777145357309	2
chr15	.	miRNA	90427163	90427262	.	-	.	Name=hsa-mir-5009;ID=MI0017877	1.30763581314847	1
chr15	.	miRNA	99327655	99327731	.	+	.	Name=hsa-mir-4714;ID=MI0017348	2.35163325281483	1
chr15	.	miRNA	102513727	102513794	.	+	.	Name=hsa-mir-6859-2;ID=MI0026420	0.0575052747878735	0
chr16	.	miRNA	67052	67119	.	-	.	Name=hsa-mir-6859-3;ID=MI0026421	0.0575052747878735	0
chr16	.	miRNA	585316	585368	.	+	.	Name=hsa-mir-5587;ID=MI0019144	1.1147840489562	1
chr16	.	miRNA	1784986	1785067	.	+	.	Name=hsa-mir-3177;ID=MI0014211	1.19647143483872	1
chr16	.	miRNA	2140196	2140285	.	-	.	Name=hsa-mir-1225;ID=MI0006311	0.101957037358707	0
chr16	.	miRNA	2156670	2156754	.	-	.	Name=hsa-mir-6511b-1;ID=MI0022552	1.96173174845406	1
chr16	.	miRNA	2320714	2320773	.	+	.	Name=hsa-mir-3677;ID=MI0016078	2.54296964811971	1
chr16	.	miRNA	2324621	2324692	.	+	.	Name=hsa-mir-4717;ID=MI0017352	1.01702016414717	1
chr16	.	miRNA	2495393	2495458	.	+	.	Name=hsa-mir-6767;ID=MI0022612	0.505375298960379	0
chr16	.	miRNA	2513968	2514039	.	+	.	Name=hsa-mir-6768;ID=MI0022613	1.11355794903719	1
chr16	.	miRNA	4721319	4721391	.	+	.	Name=hsa-mir-6769a;ID=MI0022614	0.1484770529936	0
chr16	.	miRNA	11400297	11400384	.	-	.	Name=hsa-mir-548h-2;ID=MI0006412	0.505375298960379	0
chr16	.	miRNA	14397824	14397906	.	+	.	Name=hsa-mir-193b;ID=MI0003137	3.88363404751155	2
chr16	.	miRNA	14403142	14403228	.	+	.	Name=hsa-mir-365a;ID=MI0000767	4.68435484340191	2
chr16	.	miRNA	15005077	15005170	.	+	.	Name=hsa-mir-3180-1;ID=MI0014214	0.418363921970749	0
chr16	.	miRNA	15019794	15019860	.	+	.	Name=hsa-mir-6511a-1;ID=MI0022223	2.04874312544369	1
chr16	.	miRNA	15024677	15024736	.	+	.	Name=hsa-mir-6770-1;ID=MI0022615	3.4664992391526	2
chr16	.	miRNA	15227932	15228002	.	-	.	Name=hsa-mir-6511b-2;ID=MI0023431	1.96173174845406	1
chr16	.	miRNA	15704887	15704952	.	-	.	Name=hsa-mir-6506;ID=MI0022218	0.101957037358707	0
chr16	.	miRNA	16403736	16403823	.	+	.	Name=hsa-mir-3180-2;ID=MI0014215	0.418363921970749	0
chr16	.	miRNA	16418445	16418511	.	+	.	Name=hsa-mir-6511a-2;ID=MI0023564	2.04874312544369	1
chr16	.	miRNA	16423162	16423221	.	+	.	Name=hsa-mir-6770-2;ID=MI0026418	3.4664992391526	2
chr16	.	miRNA	16462733	16462799	.	+	.	Name=hsa-mir-6511a-3;ID=MI0023565	2.04874312544369	1
chr16	.	miRNA	18437870	18437936	.	-	.	Name=hsa-mir-6511a-4;ID=MI0023566	2.04874312544369	1
chr16	.	miRNA	18473208	18473267	.	-	.	Name=hsa-mir-6770-3;ID=MI0026419	3.4664992391526	2
chr16	.	miRNA	18496035	18496128	.	-	.	Name=hsa-mir-3180-3;ID=MI0014217	0.418363921970749	0
chr16	.	miRNA	21517370	21517456	.	-	.	Name=hsa-mir-3680-1;ID=MI0016081	2.93517038141492	1
chr16	.	miRNA	24214437	24214552	.	+	.	Name=hsa-mir-1273h;ID=MI0025512	1.19647143483872	1
chr16	.	miRNA	28402303	28402372	.	-	.	Name=hsa-mir-6862-1;ID=MI0022709	0.0575052747878735	0
chr16	.	miRNA	28735573	28735642	.	+	.	Name=hsa-mir-6862-2;ID=MI0026415	0.0575052747878735	0
chr16	.	miRNA	29610500	29610586	.	-	.	Name=hsa-mir-3680-2;ID=MI0019113	2.93517038141492	1
chr16	.	miRNA	50326527	50326586	.	+	.	Name=hsa-mir-6771;ID=MI0022616	0.101957037358707	0
chr16	.	miRNA	56892430	56892513	.	+	.	Name=hsa-mir-138-2;ID=MI0000455	6.71405609636929	2
chr16	.	miRNA	57806201	57806264	.	-	.	Name=hsa-mir-6772;ID=MI0022617	0.509464810949201	0
chr16	.	miRNA	67236224	67236298	.	-	.	Name=hsa-mir-328;ID=MI0000804	0.792032374919302	0
chr16	.	miRNA	68267329	68267402	.	-	.	Name=hsa-mir-6773;ID=MI0022618	0.795104217918653	0
chr16	.	miRNA	69966984	69967083	.	+	.	Name=hsa-mir-140;ID=MI0000456	8.71457894104197	2
chr16	.	miRNA	81418623	81418698	.	+	.	Name=hsa-mir-4720;ID=MI0017355	1.4882513984786	1
chr16	.	miRNA	81567507	81567571	.	+	.	Name=hsa-mir-7854;ID=MI0025524	0.1484770529936	0
chr16	.	miRNA	81644953	81645013	.	+	.	Name=hsa-mir-6504;ID=MI0022216	0.197267217163032	0
chr16	.	miRNA	85775227	85775306	.	-	.	Name=hsa-mir-1910;ID=MI0008331	1.58662401395332	1
chr16	.	miRNA	85951953	85952022	.	+	.	Name=hsa-mir-6774;ID=MI0022619	0.0575052747878735	0
chr16	.	miRNA	87868198	87868266	.	-	.	Name=hsa-mir-6775;ID=MI0022620	0.0575052747878735	0
chr16	.	miRNA	88535326	88535439	.	+	.	Name=hsa-mir-5189;ID=MI0018168	0.101957037358707	0
chr16	.	miRNA	88782686	88782745	.	-	.	Name=hsa-mir-4722;ID=MI0017357	0.101957037358707	0
chr17	.	miRNA	1617197	1617281	.	-	.	Name=hsa-mir-22;ID=MI0000078	10.4498689827986	2
chr17	.	miRNA	1953202	1953302	.	-	.	Name=hsa-mir-132;ID=MI0000449	6.2277005274348	2
chr17	.	miRNA	1953565	1953674	.	-	.	Name=hsa-mir-212;ID=MI0000288	4.61058955431116	2
chr17	.	miRNA	2596155	2596213	.	-	.	Name=hsa-mir-6776;ID=MI0022621	0.551895314595272	0
chr17	.	miRNA	4872997	4873066	.	-	.	Name=hsa-mir-6864;ID=MI0022711	0.101957037358707	0
chr17	.	miRNA	4873381	4873445	.	-	.	Name=hsa-mir-6865;ID=MI0022712	0.509464810949201	0
chr17	.	miRNA	6558759	6558828	.	-	.	Name=hsa-mir-4520a;ID=MI0016886	0.838552390554195	0
chr17	.	miRNA	6558768	6558821	.	+	.	Name=hsa-mir-4520b;ID=MI0017358	0.838552390554195	0
chr17	.	miRNA	6920934	6921020	.	-	.	Name=hsa-mir-195;ID=MI0000489	6.25832500963271	2
chr17	.	miRNA	6921230	6921341	.	-	.	Name=hsa-mir-497;ID=MI0003138	6.42838102059293	2
chr17	.	miRNA	7126616	7126698	.	-	.	Name=hsa-mir-324;ID=MI0000813	8.94288454684663	2
chr17	.	miRNA	8048312	8048389	.	-	.	Name=hsa-mir-6883;ID=MI0022730	0.101957037358707	0
chr17	.	miRNA	11985216	11985313	.	+	.	Name=hsa-mir-744;ID=MI0005559	8.38331009641232	2
chr17	.	miRNA	13446846	13446963	.	-	.	Name=hsa-mir-548h-3;ID=MI0006413	0.505375298960379	0
chr17	.	miRNA	15154944	15155013	.	-	.	Name=hsa-mir-4731;ID=MI0017368	0.101957037358707	0
chr17	.	miRNA	16185328	16185402	.	+	.	Name=hsa-mir-1288;ID=MI0006432	0.101957037358707	0
chr17	.	miRNA	17716794	17716859	.	-	.	Name=hsa-mir-6777;ID=MI0022622	0.795104217918653	0
chr17	.	miRNA	17717150	17717245	.	-	.	Name=hsa-mir-33b;ID=MI0003646	7.65789666342411	2
chr17	.	miRNA	18244128	18244200	.	-	.	Name=hsa-mir-6778;ID=MI0022623	0.101957037358707	0
chr17	.	miRNA	19247819	19247887	.	-	.	Name=hsa-mir-1180;ID=MI0006273	4.0642296793686	2
chr17	.	miRNA	26687677	26687757	.	+	.	Name=hsa-mir-4723;ID=MI0017359	0.750652455347819	0
chr17	.	miRNA	27188551	27188636	.	-	.	Name=hsa-mir-144;ID=MI0000460	2.88872326263624	1
chr17	.	miRNA	27188673	27188748	.	-	.	Name=hsa-mir-4732;ID=MI0017369	0.101957037358707	0
chr17	.	miRNA	28444097	28444190	.	+	.	Name=hsa-mir-423;ID=MI0001445	6.5253661864642	2
chr17	.	miRNA	28444104	28444178	.	-	.	Name=hsa-mir-3184;ID=MI0014226	0.932462492162243	1
chr17	.	miRNA	29421368	29421443	.	-	.	Name=hsa-mir-4733;ID=MI0017370	0.101957037358707	0
chr17	.	miRNA	29861901	29861989	.	+	.	Name=hsa-mir-4724;ID=MI0017361	0.101957037358707	0
chr17	.	miRNA	29887015	29887102	.	+	.	Name=hsa-mir-193a;ID=MI0000487	2.23877036701049	1
chr17	.	miRNA	29902288	29902377	.	+	.	Name=hsa-mir-4725;ID=MI0017362	0.101957037358707	0
chr17	.	miRNA	29902430	29902540	.	+	.	Name=hsa-mir-365b;ID=MI0000769	4.67925808649344	2
chr17	.	miRNA	36875944	36876001	.	+	.	Name=hsa-mir-4726;ID=MI0017363	0.101957037358707	0
chr17	.	miRNA	36982091	36982145	.	+	.	Name=hsa-mir-4727;ID=MI0017364	0.509464810949201	0
chr17	.	miRNA	37071232	37071295	.	+	.	Name=hsa-mir-6779;ID=MI0022624	0.1484770529936	0
chr17	.	miRNA	37882748	37882814	.	+	.	Name=hsa-mir-4728;ID=MI0017365	0.0149456603690776	0
chr17	.	miRNA	38182585	38182662	.	-	.	Name=hsa-mir-6884;ID=MI0022731	0.101957037358707	0
chr17	.	miRNA	38318186	38318254	.	+	.	Name=hsa-mir-6866;ID=MI0022713	1.80503074875792	1
chr17	.	miRNA	38349849	38349915	.	+	.	Name=hsa-mir-6867;ID=MI0022714	0.101957037358707	0
chr17	.	miRNA	39673416	39673469	.	-	.	Name=hsa-mir-6510;ID=MI0022222	0.505375298960379	0
chr17	.	miRNA	40646791	40646848	.	+	.	Name=hsa-mir-548at;ID=MI0019137	2.05049270505044	1
chr17	.	miRNA	40666206	40666325	.	+	.	Name=hsa-mir-5010;ID=MI0017878	2.62498295844779	1
chr17	.	miRNA	40860102	40860169	.	-	.	Name=hsa-mir-6780a;ID=MI0022625	0.101957037358707	0
chr17	.	miRNA	40975898	40975961	.	-	.	Name=hsa-mir-6781;ID=MI0022626	0.101957037358707	0
chr17	.	miRNA	42285139	42285207	.	-	.	Name=hsa-mir-6782;ID=MI0022627	0.0149456603690776	0
chr17	.	miRNA	43011986	43012049	.	-	.	Name=hsa-mir-6783;ID=MI0022628	2.35292592807637	1
chr17	.	miRNA	43191735	43191801	.	-	.	Name=hsa-mir-6784;ID=MI0022629	0.1484770529936	0
chr17	.	miRNA	45050383	45050466	.	+	.	Name=hsa-mir-5089;ID=MI0017978	1.60807709961731	1
chr17	.	miRNA	46114527	46114613	.	-	.	Name=hsa-mir-152;ID=MI0000462	8.03084924415208	2
chr17	.	miRNA	46657200	46657309	.	-	.	Name=hsa-mir-10a;ID=MI0000266	8.99451431270341	2
chr17	.	miRNA	46709852	46709921	.	-	.	Name=hsa-mir-196a-1;ID=MI0000238	8.44506810673816	2
chr17	.	miRNA	54968631	54968716	.	-	.	Name=hsa-mir-3614;ID=MI0016004	2.69524725554655	1
chr17	.	miRNA	56408593	56408679	.	-	.	Name=hsa-mir-142;ID=MI0000458	4.41657839126089	2
chr17	.	miRNA	57215119	57215233	.	-	.	Name=hsa-mir-454;ID=MI0003820	8.32249707950545	2
chr17	.	miRNA	57228497	57228582	.	-	.	Name=hsa-mir-301a;ID=MI0000745	13.0861468215168	2
chr17	.	miRNA	57918627	57918698	.	+	.	Name=hsa-mir-21;ID=MI0000077	15.6588101631723	2
chr17	.	miRNA	62496892	62496957	.	-	.	Name=hsa-mir-3064;ID=MI0017375	3.48707482948341	2
chr17	.	miRNA	65467605	65467701	.	-	.	Name=hsa-mir-548d-2;ID=MI0003671	1.48517955547925	1
chr17	.	miRNA	67095683	67095797	.	+	.	Name=hsa-mir-4524b;ID=MI0019114	0.197267217163032	0
chr17	.	miRNA	67095705	67095773	.	-	.	Name=hsa-mir-4524a;ID=MI0016891	0.101957037358707	0
chr17	.	miRNA	73402150	73402243	.	+	.	Name=hsa-mir-3678;ID=MI0016079	0.1484770529936	0
chr17	.	miRNA	73494629	73494709	.	+	.	Name=hsa-mir-6785;ID=MI0022630	0.101957037358707	0
chr17	.	miRNA	73780602	73780688	.	-	.	Name=hsa-mir-4738;ID=MI0017376	0.798166653589054	0
chr17	.	miRNA	74094100	74094157	.	-	.	Name=hsa-mir-6868;ID=MI0022715	2.11645102362892	1
chr17	.	miRNA	75085499	75085579	.	+	.	Name=hsa-mir-6516;ID=MI0025513	5.54811254275837	2
chr17	.	miRNA	79099677	79099755	.	+	.	Name=hsa-mir-3065;ID=MI0014228	6.23763646442164	2
chr17	.	miRNA	79099683	79099749	.	-	.	Name=hsa-mir-338;ID=MI0000814	11.6862957906601	2
chr17	.	miRNA	79106996	79107108	.	-	.	Name=hsa-mir-1250;ID=MI0006385	3.03048056121925	1
chr17	.	miRNA	79374516	79374578	.	-	.	Name=hsa-mir-4740;ID=MI0017378	0.101957037358707	0
chr17	.	miRNA	79418130	79418214	.	-	.	Name=hsa-mir-3186;ID=MI0014229	2.11235145247882	1
chr17	.	miRNA	79660787	79660899	.	+	.	Name=hsa-mir-6786;ID=MI0022631	1.35909204841382	1
chr17	.	miRNA	80194544	80194604	.	+	.	Name=hsa-mir-6787;ID=MI0022632	0.509464810949201	0
chr18	.	miRNA	3885353	3885432	.	+	.	Name=hsa-mir-6718;ID=MI0022553	0.1484770529936	0
chr18	.	miRNA	10759582	10759647	.	-	.	Name=hsa-mir-6788;ID=MI0022633	0.101957037358707	0
chr18	.	miRNA	11654884	11654940	.	-	.	Name=hsa-mir-7153;ID=MI0023613	0.197267217163032	0
chr18	.	miRNA	14830165	14830241	.	+	.	Name=hsa-mir-3156-2;ID=MI0014230	0.101957037358707	0
chr18	.	miRNA	19405659	19405746	.	-	.	Name=hsa-mir-133a-1;ID=MI0000450	0.505375298960379	0
chr18	.	miRNA	33484781	33484889	.	-	.	Name=hsa-mir-187;ID=MI0000274	1.35384329888251	1
chr18	.	miRNA	37256683	37256741	.	-	.	Name=hsa-mir-5583-2;ID=MI0019140	2.74363988561038	1
chr18	.	miRNA	37256685	37256743	.	+	.	Name=hsa-mir-5583-1;ID=MI0019139	2.74363988561038	1
chr18	.	miRNA	46196971	46197039	.	+	.	Name=hsa-mir-4743;ID=MI0017381	0.101957037358707	0
chr18	.	miRNA	53146452	53146529	.	+	.	Name=hsa-mir-4529;ID=MI0016896	0.101957037358707	0
chr18	.	miRNA	56118306	56118390	.	+	.	Name=hsa-mir-122;ID=MI0000442	1.35384329888251	1
chr18	.	miRNA	56118312	56118384	.	-	.	Name=hsa-mir-3591;ID=MI0017383	0.101957037358707	0
chr18	.	miRNA	64748821	64748923	.	+	.	Name=hsa-mir-5011;ID=MI0017879	0.101957037358707	0
chr18	.	miRNA	70520556	70520617	.	-	.	Name=hsa-mir-548av;ID=MI0019152	0.651978773152254	0
chr19	.	miRNA	804940	805001	.	+	.	Name=hsa-mir-4745;ID=MI0017384	1.15407071694949	1
chr19	.	miRNA	813584	813653	.	+	.	Name=hsa-mir-3187;ID=MI0014231	3.21260558693496	2
chr19	.	miRNA	1816158	1816237	.	-	.	Name=hsa-mir-1909;ID=MI0008330	2.35033890438085	1
chr19	.	miRNA	2234061	2234148	.	-	.	Name=hsa-mir-1227;ID=MI0006316	0.302627732820859	0
chr19	.	miRNA	2235828	2235925	.	-	.	Name=hsa-mir-6789;ID=MI0022634	2.34969110136956	1
chr19	.	miRNA	2434912	2434998	.	-	.	Name=hsa-mir-7108;ID=MI0022959	0.600685478764704	0
chr19	.	miRNA	2630713	2630791	.	+	.	Name=hsa-mir-7850;ID=MI0025520	0.1484770529936	0
chr19	.	miRNA	4445975	4446045	.	+	.	Name=hsa-mir-4746;ID=MI0017385	1.48671665650589	1
chr19	.	miRNA	4770682	4770791	.	+	.	Name=hsa-mir-7-3;ID=MI0000265	7.74776025618703	2
chr19	.	miRNA	4932699	4932752	.	+	.	Name=hsa-mir-4747;ID=MI0017386	1.01456042366189	1
chr19	.	miRNA	6389649	6389714	.	-	.	Name=hsa-mir-6885;ID=MI0022732	1.15201967226789	1
chr19	.	miRNA	6392932	6392994	.	-	.	Name=hsa-mir-6790;ID=MI0022635	0.101957037358707	0
chr19	.	miRNA	6416421	6416522	.	-	.	Name=hsa-mir-3940;ID=MI0016597	0.551895314595272	0
chr19	.	miRNA	6736723	6736789	.	-	.	Name=hsa-mir-6791;ID=MI0022636	0.505375298960379	0
chr19	.	miRNA	7682325	7682391	.	+	.	Name=hsa-mir-6792;ID=MI0022637	0.101957037358707	0
chr19	.	miRNA	8454174	8454264	.	-	.	Name=hsa-mir-4999;ID=MI0017865	2.49985231015708	1
chr19	.	miRNA	10149030	10149089	.	+	.	Name=hsa-mir-5589;ID=MI0019148	0.101957037358707	0
chr19	.	miRNA	10662798	10662880	.	+	.	Name=hsa-mir-1238;ID=MI0006328	0.101957037358707	0
chr19	.	miRNA	10928102	10928172	.	-	.	Name=hsa-mir-199a-1;ID=MI0000242	4.68228117017902	2
chr19	.	miRNA	10939649	10939711	.	+	.	Name=hsa-mir-6793;ID=MI0022638	0.1484770529936	0
chr19	.	miRNA	11224150	11224210	.	+	.	Name=hsa-mir-6886;ID=MI0022733	1.8481935685168	1
chr19	.	miRNA	12963074	12963141	.	+	.	Name=hsa-mir-6794;ID=MI0022639	0.604774990753526	0
chr19	.	miRNA	13051298	13051354	.	+	.	Name=hsa-mir-6515;ID=MI0022227	1.11233034395149	1
chr19	.	miRNA	13947101	13947173	.	-	.	Name=hsa-mir-24-2;ID=MI0000081	11.7317738880162	2
chr19	.	miRNA	13947254	13947331	.	-	.	Name=hsa-mir-27a;ID=MI0000085	13.788296758765	2
chr19	.	miRNA	13947401	13947473	.	-	.	Name=hsa-mir-23a;ID=MI0000079	12.4255825554942	2
chr19	.	miRNA	13985513	13985622	.	+	.	Name=hsa-mir-181c;ID=MI0000271	6.77341550926722	2
chr19	.	miRNA	13985689	13985825	.	+	.	Name=hsa-mir-181d;ID=MI0003139	6.02251530120411	2
chr19	.	miRNA	14184173	14184291	.	+	.	Name=hsa-mir-1199;ID=MI0020340	0.197267217163032	0
chr19	.	miRNA	15290094	15290161	.	-	.	Name=hsa-mir-6795;ID=MI0022640	0.101957037358707	0
chr19	.	miRNA	18497372	18497444	.	+	.	Name=hsa-mir-3189;ID=MI0014233	0.0575052747878735	0
chr19	.	miRNA	35613604	35613668	.	+	.	Name=hsa-mir-6887;ID=MI0022734	0.101957037358707	0
chr19	.	miRNA	35836416	35836530	.	+	.	Name=hsa-mir-5196;ID=MI0018175	0.101957037358707	0
chr19	.	miRNA	40320356	40320442	.	-	.	Name=hsa-mir-6719;ID=MI0022554	0.101957037358707	0
chr19	.	miRNA	40875753	40875814	.	+	.	Name=hsa-mir-6796;ID=MI0022641	0.101957037358707	0
chr19	.	miRNA	42373697	42373768	.	+	.	Name=hsa-mir-6797;ID=MI0022642	0.0149456603690776	0
chr19	.	miRNA	46142252	46142345	.	-	.	Name=hsa-mir-330;ID=MI0000803	7.88506605382484	2
chr19	.	miRNA	46178186	46178282	.	+	.	Name=hsa-mir-642a;ID=MI0003657	0.798166653589054	0
chr19	.	miRNA	46178190	46178266	.	-	.	Name=hsa-mir-642b;ID=MI0016685	0.509464810949201	0
chr19	.	miRNA	46522190	46522307	.	+	.	Name=hsa-mir-769;ID=MI0003834	4.27227800248297	2
chr19	.	miRNA	47730199	47730278	.	+	.	Name=hsa-mir-3190;ID=MI0014235	0.101957037358707	0
chr19	.	miRNA	47730201	47730276	.	-	.	Name=hsa-mir-3191;ID=MI0014236	0.505375298960379	0
chr19	.	miRNA	49513163	49513229	.	+	.	Name=hsa-mir-6798;ID=MI0022643	0.101957037358707	0
chr19	.	miRNA	50004042	50004125	.	-	.	Name=hsa-mir-150;ID=MI0000479	3.35910939756394	2
chr19	.	miRNA	50185374	50185452	.	+	.	Name=hsa-mir-5088;ID=MI0017977	0.101957037358707	0
chr19	.	miRNA	50295123	50295191	.	+	.	Name=hsa-mir-6799;ID=MI0022644	2.11399329826685	1
chr19	.	miRNA	50335275	50335356	.	+	.	Name=hsa-mir-6800;ID=MI0022645	0.551895314595272	0
chr19	.	miRNA	50357848	50357908	.	+	.	Name=hsa-mir-4749;ID=MI0017388	0.551895314595272	0
chr19	.	miRNA	50391432	50391487	.	+	.	Name=hsa-mir-4750;ID=MI0017389	0.101957037358707	0
chr19	.	miRNA	52195865	52195934	.	+	.	Name=hsa-mir-99b;ID=MI0000746	5.87563187593155	2
chr19	.	miRNA	52196039	52196117	.	+	.	Name=hsa-let-7e;ID=MI0000066	7.68862656962613	2
chr19	.	miRNA	52196507	52196592	.	+	.	Name=hsa-mir-125a;ID=MI0000469	5.61006080695064	2
